date,product_id,sales
2013-12-18,10_13,55
2013-12-19,10_13,63
2013-12-20,10_13,68
2013-12-21,10_13,61
2013-12-22,10_13,74
2013-12-23,10_13,30
2013-12-24,10_13,59
2013-12-25,10_13,52
2013-12-26,10_13,72
2013-12-27,10_13,64
2013-12-28,10_13,62
2013-12-29,10_13,72
2013-12-30,10_13,46
2013-12-31,10_13,66
2014-01-01,10_13,56
2014-01-02,10_13,61
2014-01-03,10_13,65
2014-01-04,10_13,71
2014-01-05,10_13,67
2014-01-06,10_13,41
2014-01-07,10_13,66
2014-01-08,10_13,47
2014-01-09,10_13,56
2014-01-10,10_13,68
2014-01-11,10_13,75
2014-01-12,10_13,72
2014-01-13,10_13,39
2014-01-14,10_13,57
2014-01-15,10_13,55
2014-01-16,10_13,54
2014-01-17,10_13,65
2014-01-18,10_13,66
2014-01-19,10_13,70
2014-01-20,10_13,55
2014-01-21,10_13,63
2014-01-22,10_13,57
2014-01-23,10_13,54
2014-01-24,10_13,61
2014-01-25,10_13,64
2014-01-26,10_13,77
2014-01-27,10_13,40
2014-01-28,10_13,47
2014-01-29,10_13,72
2014-01-30,10_13,72
2014-01-31,10_13,57
2014-02-01,10_13,69
2014-02-02,10_13,78
2014-02-03,10_13,64
2014-02-04,10_13,58
2014-02-05,10_13,74
2014-02-06,10_13,62
2014-02-07,10_13,68
2014-02-08,10_13,93
2014-02-09,10_13,86
2014-02-10,10_13,58
2014-02-11,10_13,76
2014-02-12,10_13,49
2014-02-13,10_13,72
2014-02-14,10_13,67
2014-02-15,10_13,87
2014-02-16,10_13,82
2014-02-17,10_13,68
2014-02-18,10_13,58
2014-02-19,10_13,68
2014-02-20,10_13,70
2014-02-21,10_13,88
2014-02-22,10_13,90
2014-02-23,10_13,75
2014-02-24,10_13,57
2014-02-25,10_13,69
2014-02-26,10_13,63
2014-02-27,10_13,67
2014-02-28,10_13,68
2014-03-01,10_13,80
2014-03-02,10_13,104
2014-03-03,10_13,69
2014-03-04,10_13,86
2014-03-05,10_13,77
2014-03-06,10_13,76
2014-03-07,10_13,86
2014-03-08,10_13,95
2014-03-09,10_13,99
2014-03-10,10_13,67
2014-03-11,10_13,70
2014-03-12,10_13,93
2014-03-13,10_13,88
2014-03-14,10_13,89
2014-03-15,10_13,96
2014-03-16,10_13,87
2014-03-17,10_13,73
2014-03-18,10_13,68
2014-03-19,10_13,93
2014-03-20,10_13,73
2014-03-21,10_13,87
2014-03-22,10_13,98
2014-03-23,10_13,103
2014-03-24,10_13,69
2014-03-25,10_13,83
2014-03-26,10_13,75
2014-03-27,10_13,94
2014-03-28,10_13,91
2014-03-29,10_13,94
2014-03-30,10_13,97
2014-03-31,10_13,53
2014-04-01,10_13,77
2014-04-02,10_13,105
2014-04-03,10_13,93
2014-04-04,10_13,109
2014-04-05,10_13,109
2014-04-06,10_13,114
2014-04-07,10_13,93
2014-04-08,10_13,80
2014-04-09,10_13,80
2014-04-10,10_13,83
2014-04-11,10_13,82
2014-04-12,10_13,93
2014-04-13,10_13,109
2014-04-14,10_13,84
2014-04-15,10_13,97
2014-04-16,10_13,87
2014-04-17,10_13,102
2014-04-18,10_13,96
2014-04-19,10_13,105
2014-04-20,10_13,114
2014-04-21,10_13,83
2014-04-22,10_13,111
2014-04-23,10_13,97
2014-04-24,10_13,87
2014-04-25,10_13,89
2014-04-26,10_13,82
2014-04-27,10_13,125
2014-04-28,10_13,76
2014-04-29,10_13,96
2014-04-30,10_13,89
2014-05-01,10_13,123
2014-05-02,10_13,107
2014-05-03,10_13,104
2014-05-04,10_13,126
2014-05-05,10_13,96
2014-05-06,10_13,88
2014-05-07,10_13,90
2014-05-08,10_13,93
2014-05-09,10_13,107
2014-05-10,10_13,96
2014-05-11,10_13,106
2014-05-12,10_13,75
2014-05-13,10_13,99
2014-05-14,10_13,85
2014-05-15,10_13,97
2014-05-16,10_13,102
2014-05-17,10_13,128
2014-05-18,10_13,126
2014-05-19,10_13,86
2014-05-20,10_13,81
2014-05-21,10_13,94
2014-05-22,10_13,92
2014-05-23,10_13,114
2014-05-24,10_13,119
2014-05-25,10_13,115
2014-05-26,10_13,78
2014-05-27,10_13,87
2014-05-28,10_13,86
2014-05-29,10_13,112
2014-05-30,10_13,118
2014-05-31,10_13,101
2014-06-01,10_13,113
2014-06-02,10_13,96
2014-06-03,10_13,114
2014-06-04,10_13,110
2014-06-05,10_13,134
2014-06-06,10_13,106
2014-06-07,10_13,135
2014-06-08,10_13,114
2014-06-09,10_13,89
2014-06-10,10_13,122
2014-06-11,10_13,110
2014-06-12,10_13,121
2014-06-13,10_13,128
2014-06-14,10_13,116
2014-06-15,10_13,149
2014-06-16,10_13,73
2014-06-17,10_13,105
2014-06-18,10_13,97
2014-06-19,10_13,104
2014-06-20,10_13,101
2014-06-21,10_13,114
2014-06-22,10_13,141
2014-06-23,10_13,85
2014-06-24,10_13,112
2014-06-25,10_13,90
2014-06-26,10_13,105
2014-06-27,10_13,144
2014-06-28,10_13,146
2014-06-29,10_13,125
2014-06-30,10_13,94
2014-07-01,10_13,114
2014-07-02,10_13,109
2014-07-03,10_13,120
2014-07-04,10_13,134
2014-07-05,10_13,140
2014-07-06,10_13,130
2014-07-07,10_13,81
2014-07-08,10_13,107
2014-07-09,10_13,99
2014-07-10,10_13,115
2014-07-11,10_13,136
2014-07-12,10_13,119
2014-07-13,10_13,128
2014-07-14,10_13,92
2014-07-15,10_13,127
2014-07-16,10_13,134
2014-07-17,10_13,124
2014-07-18,10_13,115
2014-07-19,10_13,133
2014-07-20,10_13,140
2014-07-21,10_13,83
2014-07-22,10_13,105
2014-07-23,10_13,99
2014-07-24,10_13,104
2014-07-25,10_13,131
2014-07-26,10_13,140
2014-07-27,10_13,154
2014-07-28,10_13,84
2014-07-29,10_13,104
2014-07-30,10_13,108
2014-07-31,10_13,142
2014-08-01,10_13,105
2014-08-02,10_13,108
2014-08-03,10_13,120
2014-08-04,10_13,83
2014-08-05,10_13,95
2014-08-06,10_13,110
2014-08-07,10_13,103
2014-08-08,10_13,128
2014-08-09,10_13,126
2014-08-10,10_13,111
2014-08-11,10_13,80
2014-08-12,10_13,94
2014-08-13,10_13,101
2014-08-14,10_13,103
2014-08-15,10_13,95
2014-08-16,10_13,125
2014-08-17,10_13,108
2014-08-18,10_13,78
2014-08-19,10_13,92
2014-08-20,10_13,87
2014-08-21,10_13,98
2014-08-22,10_13,98
2014-08-23,10_13,124
2014-08-24,10_13,130
2014-08-25,10_13,79
2014-08-26,10_13,106
2014-08-27,10_13,89
2014-08-28,10_13,119
2014-08-29,10_13,106
2014-08-30,10_13,121
2014-08-31,10_13,136
2014-09-01,10_13,67
2014-09-02,10_13,111
2014-09-03,10_13,115
2014-09-04,10_13,96
2014-09-05,10_13,102
2014-09-06,10_13,109
2014-09-07,10_13,123
2014-09-08,10_13,77
2014-09-09,10_13,81
2014-09-10,10_13,72
2014-09-11,10_13,85
2014-09-12,10_13,101
2014-09-13,10_13,103
2014-09-14,10_13,127
2014-09-15,10_13,73
2014-09-16,10_13,85
2014-09-17,10_13,94
2014-09-18,10_13,111
2014-09-19,10_13,93
2014-09-20,10_13,121
2014-09-21,10_13,117
2014-09-22,10_13,69
2014-09-23,10_13,86
2014-09-24,10_13,75
2014-09-25,10_13,112
2014-09-26,10_13,90
2014-09-27,10_13,108
2014-09-28,10_13,127
2014-09-29,10_13,79
2014-09-30,10_13,99
2014-10-01,10_13,79
2014-10-02,10_13,79
2014-10-03,10_13,82
2014-10-04,10_13,113
2014-10-05,10_13,93
2014-10-06,10_13,76
2014-10-07,10_13,71
2014-10-08,10_13,85
2014-10-09,10_13,74
2014-10-10,10_13,76
2014-10-11,10_13,115
2014-10-12,10_13,83
2014-10-13,10_13,75
2014-10-14,10_13,88
2014-10-15,10_13,72
2014-10-16,10_13,77
2014-10-17,10_13,100
2014-10-18,10_13,108
2014-10-19,10_13,94
2014-10-20,10_13,73
2014-10-21,10_13,70
2014-10-22,10_13,80
2014-10-23,10_13,88
2014-10-24,10_13,91
2014-10-25,10_13,95
2014-10-26,10_13,108
2014-10-27,10_13,78
2014-10-28,10_13,84
2014-10-29,10_13,75
2014-10-30,10_13,97
2014-10-31,10_13,85
2014-11-01,10_13,128
2014-11-02,10_13,114
2014-11-03,10_13,86
2014-11-04,10_13,102
2014-11-05,10_13,89
2014-11-06,10_13,95
2014-11-07,10_13,100
2014-11-08,10_13,90
2014-11-09,10_13,97
2014-11-10,10_13,84
2014-11-11,10_13,101
2014-11-12,10_13,83
2014-11-13,10_13,91
2014-11-14,10_13,112
2014-11-15,10_13,120
2014-11-16,10_13,112
2014-11-17,10_13,72
2014-11-18,10_13,89
2014-11-19,10_13,83
2014-11-20,10_13,90
2014-11-21,10_13,105
2014-11-22,10_13,104
2014-11-23,10_13,112
2014-11-24,10_13,70
2014-11-25,10_13,103
2014-11-26,10_13,95
2014-11-27,10_13,83
2014-11-28,10_13,106
2014-11-29,10_13,102
2014-11-30,10_13,110
2014-12-01,10_13,50
2014-12-02,10_13,77
2014-12-03,10_13,54
2014-12-04,10_13,67
2014-12-05,10_13,72
2014-12-06,10_13,67
2014-12-07,10_13,77
2014-12-08,10_13,61
2014-12-09,10_13,66
2014-12-10,10_13,56
2014-12-11,10_13,70
2014-12-12,10_13,62
2014-12-13,10_13,87
2014-12-14,10_13,75
2014-12-15,10_13,55
2014-12-16,10_13,53
2014-12-17,10_13,65
2014-12-18,10_13,76
2014-12-19,10_13,86
2014-12-20,10_13,75
2014-12-21,10_13,71
2014-12-22,10_13,67
2014-12-23,10_13,59
2014-12-24,10_13,69
2014-12-25,10_13,58
2014-12-26,10_13,72
2014-12-27,10_13,93
2014-12-28,10_13,70
2014-12-29,10_13,57
2014-12-30,10_13,58
2014-12-31,10_13,72
2015-01-01,10_13,43
2015-01-02,10_13,59
2015-01-03,10_13,90
2015-01-04,10_13,83
2015-01-05,10_13,54
2015-01-06,10_13,56
2015-01-07,10_13,55
2015-01-08,10_13,58
2015-01-09,10_13,61
2015-01-10,10_13,88
2015-01-11,10_13,70
2015-01-12,10_13,48
2015-01-13,10_13,56
2015-01-14,10_13,53
2015-01-15,10_13,67
2015-01-16,10_13,63
2015-01-17,10_13,74
2015-01-18,10_13,78
2015-01-19,10_13,60
2015-01-20,10_13,62
2015-01-21,10_13,59
2015-01-22,10_13,62
2015-01-23,10_13,73
2015-01-24,10_13,63
2015-01-25,10_13,92
2015-01-26,10_13,53
2015-01-27,10_13,46
2015-01-28,10_13,59
2015-01-29,10_13,80
2015-01-30,10_13,65
2015-01-31,10_13,76
2015-02-01,10_13,69
2015-02-02,10_13,54
2015-02-03,10_13,60
2015-02-04,10_13,79
2015-02-05,10_13,68
2015-02-06,10_13,82
2015-02-07,10_13,70
2015-02-08,10_13,92
2015-02-09,10_13,67
2015-02-10,10_13,65
2015-02-11,10_13,83
2015-02-12,10_13,73
2015-02-13,10_13,70
2015-02-14,10_13,91
2015-02-15,10_13,95
2015-02-16,10_13,48
2015-02-17,10_13,75
2015-02-18,10_13,55
2015-02-19,10_13,67
2015-02-20,10_13,64
2015-02-21,10_13,76
2015-02-22,10_13,76
2015-02-23,10_13,63
2015-02-24,10_13,82
2015-02-25,10_13,64
2015-02-26,10_13,79
2015-02-27,10_13,69
2015-02-28,10_13,102
2015-03-01,10_13,104
2015-03-02,10_13,69
2015-03-03,10_13,76
2015-03-04,10_13,83
2015-03-05,10_13,81
2015-03-06,10_13,94
2015-03-07,10_13,98
2015-03-08,10_13,96
2015-03-09,10_13,64
2015-03-10,10_13,87
2015-03-11,10_13,86
2015-03-12,10_13,86
2015-03-13,10_13,71
2015-03-14,10_13,76
2015-03-15,10_13,97
2015-03-16,10_13,66
2015-03-17,10_13,88
2015-03-18,10_13,74
2015-03-19,10_13,77
2015-03-20,10_13,74
2015-03-21,10_13,85
2015-03-22,10_13,106
2015-03-23,10_13,67
2015-03-24,10_13,108
2015-03-25,10_13,79
2015-03-26,10_13,78
2015-03-27,10_13,88
2015-03-28,10_13,93
2015-03-29,10_13,114
2015-03-30,10_13,67
2015-03-31,10_13,85
2015-04-01,10_13,84
2015-04-02,10_13,98
2015-04-03,10_13,109
2015-04-04,10_13,113
2015-04-05,10_13,111
2015-04-06,10_13,73
2015-04-07,10_13,100
2015-04-08,10_13,87
2015-04-09,10_13,100
2015-04-10,10_13,117
2015-04-11,10_13,105
2015-04-12,10_13,127
2015-04-13,10_13,75
2015-04-14,10_13,83
2015-04-15,10_13,103
2015-04-16,10_13,91
2015-04-17,10_13,80
2015-04-18,10_13,122
2015-04-19,10_13,104
2015-04-20,10_13,84
2015-04-21,10_13,92
2015-04-22,10_13,82
2015-04-23,10_13,111
2015-04-24,10_13,100
2015-04-25,10_13,84
2015-04-26,10_13,110
2015-04-27,10_13,75
2015-04-28,10_13,87
2015-04-29,10_13,78
2015-04-30,10_13,100
2015-05-01,10_13,118
2015-05-02,10_13,98
2015-05-03,10_13,132
2015-05-04,10_13,80
2015-05-05,10_13,118
2015-05-06,10_13,112
2015-05-07,10_13,106
2015-05-08,10_13,118
2015-05-09,10_13,134
2015-05-10,10_13,124
2015-05-11,10_13,98
2015-05-12,10_13,92
2015-05-13,10_13,91
2015-05-14,10_13,113
2015-05-15,10_13,114
2015-05-16,10_13,102
2015-05-17,10_13,140
2015-05-18,10_13,74
2015-05-19,10_13,108
2015-05-20,10_13,97
2015-05-21,10_13,108
2015-05-22,10_13,106
2015-05-23,10_13,123
2015-05-24,10_13,131
2015-05-25,10_13,83
2015-05-26,10_13,97
2015-05-27,10_13,96
2015-05-28,10_13,125
2015-05-29,10_13,128
2015-05-30,10_13,125
2015-05-31,10_13,137
2015-06-01,10_13,82
2015-06-02,10_13,97
2015-06-03,10_13,101
2015-06-04,10_13,122
2015-06-05,10_13,131
2015-06-06,10_13,122
2015-06-07,10_13,151
2015-06-08,10_13,97
2015-06-09,10_13,113
2015-06-10,10_13,103
2015-06-11,10_13,103
2015-06-12,10_13,91
2015-06-13,10_13,138
2015-06-14,10_13,147
2015-06-15,10_13,101
2015-06-16,10_13,89
2015-06-17,10_13,114
2015-06-18,10_13,110
2015-06-19,10_13,121
2015-06-20,10_13,136
2015-06-21,10_13,126
2015-06-22,10_13,82
2015-06-23,10_13,92
2015-06-24,10_13,102
2015-06-25,10_13,118
2015-06-26,10_13,100
2015-06-27,10_13,158
2015-06-28,10_13,150
2015-06-29,10_13,80
2015-06-30,10_13,114
2015-07-01,10_13,106
2015-07-02,10_13,122
2015-07-03,10_13,125
2015-07-04,10_13,105
2015-07-05,10_13,155
2015-07-06,10_13,101
2015-07-07,10_13,117
2015-07-08,10_13,97
2015-07-09,10_13,115
2015-07-10,10_13,112
2015-07-11,10_13,138
2015-07-12,10_13,121
2015-07-13,10_13,85
2015-07-14,10_13,109
2015-07-15,10_13,115
2015-07-16,10_13,118
2015-07-17,10_13,116
2015-07-18,10_13,143
2015-07-19,10_13,164
2015-07-20,10_13,95
2015-07-21,10_13,113
2015-07-22,10_13,116
2015-07-23,10_13,107
2015-07-24,10_13,157
2015-07-25,10_13,124
2015-07-26,10_13,159
2015-07-27,10_13,115
2015-07-28,10_13,102
2015-07-29,10_13,132
2015-07-30,10_13,130
2015-07-31,10_13,126
2015-08-01,10_13,106
2015-08-02,10_13,115
2015-08-03,10_13,95
2015-08-04,10_13,97
2015-08-05,10_13,94
2015-08-06,10_13,104
2015-08-07,10_13,121
2015-08-08,10_13,123
2015-08-09,10_13,117
2015-08-10,10_13,97
2015-08-11,10_13,112
2015-08-12,10_13,100
2015-08-13,10_13,105
2015-08-14,10_13,131
2015-08-15,10_13,120
2015-08-16,10_13,130
2015-08-17,10_13,95
2015-08-18,10_13,99
2015-08-19,10_13,97
2015-08-20,10_13,110
2015-08-21,10_13,111
2015-08-22,10_13,124
2015-08-23,10_13,122
2015-08-24,10_13,85
2015-08-25,10_13,110
2015-08-26,10_13,94
2015-08-27,10_13,97
2015-08-28,10_13,110
2015-08-29,10_13,132
2015-08-30,10_13,120
2015-08-31,10_13,90
2015-09-01,10_13,89
2015-09-02,10_13,108
2015-09-03,10_13,84
2015-09-04,10_13,100
2015-09-05,10_13,107
2015-09-06,10_13,133
2015-09-07,10_13,75
2015-09-08,10_13,87
2015-09-09,10_13,105
2015-09-10,10_13,99
2015-09-11,10_13,107
2015-09-12,10_13,122
2015-09-13,10_13,116
2015-09-14,10_13,71
2015-09-15,10_13,95
2015-09-16,10_13,82
2015-09-17,10_13,101
2015-09-18,10_13,104
2015-09-19,10_13,127
2015-09-20,10_13,120
2015-09-21,10_13,83
2015-09-22,10_13,101
2015-09-23,10_13,95
2015-09-24,10_13,84
2015-09-25,10_13,112
2015-09-26,10_13,112
2015-09-27,10_13,116
2015-09-28,10_13,74
2015-09-29,10_13,94
2015-09-30,10_13,93
2015-10-01,10_13,89
2015-10-02,10_13,96
2015-10-03,10_13,89
2015-10-04,10_13,98
2015-10-05,10_13,97
2015-10-06,10_13,72
2015-10-07,10_13,85
2015-10-08,10_13,98
2015-10-09,10_13,100
2015-10-10,10_13,103
2015-10-11,10_13,105
2015-10-12,10_13,84
2015-10-13,10_13,102
2015-10-14,10_13,76
2015-10-15,10_13,93
2015-10-16,10_13,115
2015-10-17,10_13,106
2015-10-18,10_13,105
2015-10-19,10_13,91
2015-10-20,10_13,96
2015-10-21,10_13,85
2015-10-22,10_13,78
2015-10-23,10_13,83
2015-10-24,10_13,108
2015-10-25,10_13,115
2015-10-26,10_13,61
2015-10-27,10_13,103
2015-10-28,10_13,75
2015-10-29,10_13,84
2015-10-30,10_13,99
2015-10-31,10_13,102
2015-11-01,10_13,122
2015-11-02,10_13,89
2015-11-03,10_13,116
2015-11-04,10_13,100
2015-11-05,10_13,107
2015-11-06,10_13,106
2015-11-07,10_13,109
2015-11-08,10_13,110
2015-11-09,10_13,88
2015-11-10,10_13,97
2015-11-11,10_13,103
2015-11-12,10_13,106
2015-11-13,10_13,89
2015-11-14,10_13,124
2015-11-15,10_13,115
2015-11-16,10_13,62
2015-11-17,10_13,89
2015-11-18,10_13,86
2015-11-19,10_13,90
2015-11-20,10_13,93
2015-11-21,10_13,115
2015-11-22,10_13,124
2015-11-23,10_13,66
2015-11-24,10_13,79
2015-11-25,10_13,90
2015-11-26,10_13,92
2015-11-27,10_13,116
2015-11-28,10_13,120
2015-11-29,10_13,109
2015-11-30,10_13,66
2015-12-01,10_13,73
2015-12-02,10_13,72
2015-12-03,10_13,70
2015-12-04,10_13,78
2015-12-05,10_13,72
2015-12-06,10_13,91
2015-12-07,10_13,48
2015-12-08,10_13,61
2015-12-09,10_13,67
2015-12-10,10_13,70
2015-12-11,10_13,85
